muni_id,municipality,tier,region,website,bylaw_id,bylaw_name,bylaw_link,date_enacted,expiry_date,progress_label,other_notes,exemption_status,exemption_wording,detail_id,farm_exemption,special_provision,guidelines_wording,exception_wording
406,Timmins,Single Tier,Cochrane,http://www.timmins.ca/,2838,BY-LAW No. 2019-8343,https://timmins.civicweb.net/filepro/documents/search/search?exact=site%20alteration%20by-law&page=1&location=67&preview=20697,2019-06-25,,COMPLETE,NAP acknowledged.. S.3.4 normal ag practice topsoil exempt. Administered by MRCA.,Yes,"to prohibit or regulate any alteration to the grade (topography) of land, the dumping or placement of fill, the removal of topsoil, soil or fill, the inferference with and damage to watercourses, drainage systems and water supplies, alterations to drainage and site alterations, and the use ofmunicipal highways for the movement of topsoil, soil or fill.",406,Yes,No,"to prohibit or regulate any alteration to the grade (topography) of land, the dumping or placement of fill, the removal of topsoil, soil or fill, the inferference with and damage to watercourses, drainage systems and water supplies, alterations to drainage and site alterations, and the use ofmunicipal highways for the movement of topsoil, soil or fill.",
407,Tiny,Lower Tier,Simcoe,http://www.township.tiny.on.ca/,2845,,,,,COMPLETE,,,,407,,,,
408,Toronto,Single Tier,Toronto,http://www.toronto.ca/,2852,,,,,COMPLETE,,,,408,,,,
409,Trent Hills,Lower Tier,Northumberland,http://www.trenthills.ca/,2859,,,,,COMPLETE - FARM FRIENDLY,,,,409,,,,
410,Trent Lakes,Lower Tier,Peterborough,http://www.trentlakes.ca/,2866,,,,,COMPLETE,,,,410,,,,
411,Tudor and Cashel,Lower Tier,Hastings,http://www.tudorandcashel.com/,2873,,,,,COMPLETE,,,,411,,,,
412,Tweed,Lower Tier,Hastings,http://www.tweed.ca/,2880,,,,,COMPLETE,,,,412,,,,
413,Tyendinaga,Lower Tier,Hastings,http://www.tyendinagatownship.com/,2887,,,,,COMPLETE,,,,413,,,,
414,Uxbridge,Lower Tier,Durham,http://www.town.uxbridge.on.ca/,2894,BY-LAW NUMBER 2010-084,https://www.uxbridge.ca/en/your-local-government/resources/Documents/Fill-Site-Alteration-By-law-No.-2010-084---consolidated---2021-Fee-Chart-Update-Amendment.pdf,2010-05-10,,COMPLETE,"NAP acknowledged.. S.3.2(f) farm exemption verified. ≤20cm/yr, ≤1000m³ storage.",Yes,"TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL AND THE ALTERATION OF THE GRADE OF LAND.",414,Yes,No,"TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL AND THE ALTERATION OF THE GRADE OF LAND.",
415,Val Rita-Harty,Single Tier,Cochrane,http://valharty.ca/en/,2901,,,,,COMPLETE,,,,415,,,,
416,Vaughan,Lower Tier,York,http://www.city.vaughan.on.ca/,2908,Site Alteration By-law 031-2024,https://www.vaughan.ca,2024,,COMPLETE,Replaced 189-96 & 164-2019. NFP topsoil exempt on ag lands.,Yes,To prohibit or regulate the placing or dumping of fill.,416,Yes,Yes,To prohibit or regulate the placing or dumping of fill.,"2. PROHIBITIONS Section (1) {No person shall remove, place or dump fill or cause fill to be removed, placed or dumped} does not apply where: (h) fill is dumped or placed on lands zoned ""Agricultural"" where there is a minor alteration to the grade of land as an incidental part of a commonly accepted agricultural practice."
417,Wainfleet,Lower Tier,Niagara,http://www.wainfleet.ca/,2915,BY-LAW NO. 025-2022,"https://www.wainfleet.ca/sites/24/files/2024-06/BL025-2022-Site-Alteration.pdf?field_types_target_id=63#:~:text=THE%20CORPORATION%20OF%20THE%20TOWNSHIP,25%2C%20authorize",2022-05-31,,COMPLETE,NFP acknowledged.,Yes,"to regulate the removal, placing or dumping of fill.",417,Yes,No,"to regulate the removal, placing or dumping of fill.","6. EXEMPTIONS o) the stockpiling of Fill in the ordinary course of the operation of a garden supply establishment that is legally established under the Zoning By-law, provided that such activity does not result in the permanent alteration of the existing grade of the land of the garden supply establishment. For this exemption to apply, the Owner must: (i) maintain records from the material source sites indicating that the imported Fill meets the requirements of the site condition standards for agricultural uses."
418,Warwick,Lower Tier,Lambton,http://www.warwicktownship.ca/,2922,,,,,COMPLETE,,,,418,,,,
419,Wasaga Beach,Lower Tier,Simcoe,http://www.wasagabeach.com/,2929,,,,,COMPLETE,,,,419,,,,
420,"Waterloo, C",Lower Tier,Waterloo,http://www.city.waterloo.on.ca/,2936,Bylaw Number 2010 - 066,https://www.waterloo.ca/en/living/site-alteration-bylaw.aspx,2010-05-17,,COMPLETE,NAP acknowledged.. Normal ag practice exempt per Municipal Act s.142.6.,Yes,"to prohibit and regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of lands.",420,Yes,No,"to prohibit and regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of lands.",
421,"Waterloo, R",Upper Tier,Waterloo,http://www.region.waterloo.on.ca/,2943,,,,,NO BY-LAW IN PLACE,,,,421,,,,
422,Wawa,Single Tier,Algoma,http://www.wawa.cc/,2950,,,,,COMPLETE,Confirmed over phone call.,,,422,,,,
423,Welland,Lower Tier,Niagara,http://www.welland.ca/,2957,BY -LAW NUMBER 2010- 81,https://www.welland.ca/Bylaws/bylaw2010-88.pdf,2010-06-15,,COMPLETE,"NAP acknowledged. PROHIBITIONS: 2.8 Subject to section 3.10, no person shall carry out any site alteration on Agricultural Lands to an average depth greater than 300mm. REQUIREMENTS FOR ISSUANCE OF A PERMIT 4.1.9 for site alteration on agricultural lands, a soil fertility report, signed by a professional engineer/soil scientist, confirming that the site alteration will not result in a reduction in the overall soil fertility;",No,"TO REGULATE OR PROHIBIT REMOVAL OF TOPSOIL, PLACING OR DUMPING OF FILL, AND ALTERATION OF THE GRADE OF LAND.",423,No,No,"TO REGULATE OR PROHIBIT REMOVAL OF TOPSOIL, PLACING OR DUMPING OF FILL, AND ALTERATION OF THE GRADE OF LAND.",
424,Wellesley,Lower Tier,Waterloo,https://www.wellesley.ca/en/Index.aspx,2964,,,,,COMPLETE,,,,424,,,,
426,Wellington,Upper Tier,Wellington,http://www.wellington.ca/,2978,,,,,NO BY-LAW IN PLACE,,,,426,,,,
425,Wellington North,Lower Tier,Wellington,http://www.wellington-north.com/,2971,BY-LAW NUMBER 011-2025,https://www.wellington-north.com/sites/default/files/2025-03/011-2025%20Site%20Alteration%20and%20Fill%20By-law.pdf,,,COMPLETE,"“Agriculture and agricultural” shall means a use of land, building or structure for
the purpose of animal husbandry, raising of livestock and other animals for food or
fur including poultry, bee-keeping, fish, aqua-culture and dairy, the growing of field
crops, vegetables, agro-forestry, forestry, fruit farming, sod farming, greenhouses
and horticulture crops, pasturage, fallow, maple syrup production or any other
farming use; and includes the growing, raising, packing, treating, storing, and sale
of agricultural products produced on the premises but does not include an abattoir,
a kennel or a rendering plant, commercial greenhouse and/or nursery or garden
centre;
“Applicant",Yes,"(k) Any work constituting the tillage of Land pursuant to normal agricultural
practices in accordance with the Ministry of Agriculture, Food and Rural Affairs
by a bona fide farmer on Lands for which agricultural activities are lawfully
permitted; ",425,Yes,Yes,"TO PROHIBIT OR REGULATE THE ALTERATION
OF PROPERTY THROUGH MOVEMENT OF FILL, PLACING OR
DUMPING OF FILL, SOIL STRIPPING AND/OR ALTERATION TO THE
GRADE OF LANDS","(k) Any work constituting the tillage of Land pursuant to normal agricultural
practices in accordance with the Ministry of Agriculture, Food and Rural Affairs
by a bona fide farmer on Lands for which agricultural activities are lawfully
permitted; "
427,West Elgin,Lower Tier,Elgin,http://www.westelgin.net/,2985,,,,,COMPLETE,,,,427,,,,
428,West Grey,Lower Tier,Grey,http://www.westgrey.com/,2992,BY-LAW 120-2018,received by email#http://received by email,2018-10-15,,COMPLETE,NFP exempt. Notes already said NFP exempt. Correcting exemption status.,Yes,"to regulate the placement of fill, removal of topsoil and site alteration",428,Yes,No,"to regulate the placement of fill, removal of topsoil and site alteration",
429,West Lincoln,Lower Tier,Niagara,http://www.westlincoln.ca/,2999,BY-LAW 2016-41,https://www.westlincoln.ca/en/resources/Site-Alteration-By-law-consolidated-no-fees.pdf,2016-06-27,,COMPLETE,NFP acknowledged. 1. SITE ALTERATION OF PROPERTY 1.6 It is the responsibility of the owner to ensure the lands are returned to agricultural production and the owner acknowledges and agrees that security shall not be returned until an agricultural operation is evident on the affected lands.,Yes,TO REGULATE THE PLACING OR DUMPING OF FILL.,429,Yes,No,TO REGULATE THE PLACING OR DUMPING OF FILL.,"Part V- EXEMPTIONS 12. (i) A Permit is not required for: a) A Site Alteration involving an amount of Fill less than five hundred (500) cubic metres on a Lot within any one year period, for improved agricultural compatibility on agricultural lands or accessory to the permitted main use on other lands in the Township."
430,West Nipissing,Single Tier,Nipissing,http://www.westnipissing.ca/,3006,,,,,COMPLETE,,,,430,,,,
431,West Perth,Lower Tier,Perth,http://www.westperth.com/,3013,,,,,COMPLETE,,Yes,,431,Yes,Yes,,
432,Westport,Lower Tier,Leeds and Grenville,http://www.village.westport.on.ca/,3020,,,,,COMPLETE,,,,432,,,,
433,Whitby,Lower Tier,Durham,http://www.whitby.ca/en/,3027,By-law # 7425 -18,https://www.whitby.ca/Modules/Bylaws/Bylaw/Download/67fcc688-1dbd-4569-a65c-f88565f15a32,2018-06-25,,COMPLETE,NAP acknowledged.. S.3.5 (amended by 7511-19) ag topsoil exempt.,Yes,"to prohibit or regulate any alteration to the grade (topography) of land and the use of municipal highways through the movement, removal or placement of topsoil, soil or fill.",433,Yes,No,"to prohibit or regulate any alteration to the grade (topography) of land and the use of municipal highways through the movement, removal or placement of topsoil, soil or fill.",
434,Whitchurch-Stouffville,Lower Tier,York,http://www.townofws.com/,3034,BY-LAW NUMBER 2024-037-RE,https://whitchurch.civicweb.net/filepro/documents/180253/?preview=184502,2024-01-01,,COMPLETE,Normal farm practices + garden centers exempt per 2024-037-RE.,Yes,"BEING A BY-LAW to prohibit and regulate any alteration to the Grade of Property through the movement, removal or Placing of Topsoil, or Fil",434,Yes,No,"BEING A BY-LAW to prohibit and regulate any alteration to the Grade of Property through the movement, removal or Placing of Topsoil, or Fil",
435,White River,Single Tier,Algoma,http://www.whiteriver.ca/,3041,,,,,NO BY-LAW IN PLACE,,,,435,,,,
436,Whitestone,Single Tier,Parry Sound,http://www.whitestone.ca/,3048,,,,,COMPLETE,As of April 2023. Draft by-law may be proposed down the road.,,,436,,,,
437,Whitewater Region,Lower Tier,Renfrew,http://www.whitewaterregion.ca/,3055,,https://timmins.civicweb.net/filepro/document/20697/Site%20Alteration%20By-Law.pdf,,,COMPLETE,,,,437,,,,
438,Wilmot,Lower Tier,Waterloo,http://www.wilmot.ca/,3062,,,,,COMPLETE,,,,438,,,,
439,Windsor,Single Tier,Essex,http://www.citywindsor.ca/,3069,BY-LAW NUMBER 6938,https://www.citywindsor.ca/cityhall/By-laws-Online/Documents/By-law%206938.pdf,1981-05-04,,COMPLETE,update of by-law in progress,No,RESPECTING THE PLACING OR DUMPING OF FILL.,439,No,No,RESPECTING THE PLACING OR DUMPING OF FILL.,
440,Wollaston,Lower Tier,Hastings,http://www.township.wollaston.on.ca/,3076,,,,,COMPLETE,,,,440,,,,
441,Woodstock,Lower Tier,Oxford,https://www.cityofwoodstock.ca/en/index.aspx,3083,,,,,COMPLETE,,,,441,,,,
442,Woolwich,Lower Tier,Waterloo,http://www.woolwich.ca/,3090,By-law No. 51-2024,"https://www.woolwich.ca/media/2dcf2g5q/51-2024-a-by-law-to-prohibit-or-regulate-site-alteration.pdf#:~:text=By,law%20is%20for%20convenient",2024-08-24,,COMPLETE,NFP acknowledged.,Yes,to Prohibit or Regulate Site Alteration.,442,Yes,No,to Prohibit or Regulate Site Alteration.,"Exemptions 7. In accordance with section 142 (5) and 142 (6) of the Municipal Act, this bylaw does not apply to: the removal of Topsoil as an incidental part of a normal agricultural practice as defined in the Farming and Food Production Protection Act, 1998, S.O. 1998, c.1., including such harvesting or removal as an incidental part of sod-farming, greenhouse operations and nurseries for horticultural products; i. the exception in Part III Section 7 (h) respecting the removal of Topsoil as an incidental part of a normal agricultural practice does not include the removal of Topsoil for sale, exchange or other disposition;"
443,York,Upper Tier,York,http://www.york.ca/,3097,,,,,NO BY-LAW IN PLACE,,,,443,,,,
444,Zorra,Lower Tier,Oxford,http://www.zorra.on.ca/,3104,BY-LAW NO. 49-03,https://www.zorra.ca/en/our-township/resources/By-Law-Policies/49-03-Site-Alteration-By-law.pdf,2003-09-30,,COMPLETE - FARM FRIENDLY,NAP acknowledged.,No,"TO PROHIBIT AND REGULATE THE PLACING OR DUMPING OF FILL, THE REMOVAL OF TOPSOIL AND THE ALTERATION OF THE GRADE OF LAND.",444,No,No,"TO PROHIBIT AND REGULATE THE PLACING OR DUMPING OF FILL, THE REMOVAL OF TOPSOIL AND THE ALTERATION OF THE GRADE OF LAND.",
3,dawn,Lower Tier,Lennox and Addington,http://www.addingtonhighlands.ca/,17,,,,,COMPLETE,,,,3,,,,
