Municipality,County,Extraction Status,Source URL,NEW_bylaw_name,NEW_date_enacted,NEW_progress_label,NEW_has_lgd_definition,NEW_lgd_definition,NEW_has_herding_def,NEW_herding_definition,NEW_exempt_license_fees,NEW_collar_tag_req,NEW_barking_restrictions,NEW_exempt_barking,NEW_dog_limit,NEW_notes,OLD_bylaw_name,OLD_date_enacted,OLD_progress_label,OLD_has_lgd_definition,OLD_lgd_definition,OLD_has_herding_def,OLD_herding_definition,OLD_exempt_license_fees,OLD_collar_tag_req,OLD_barking_restrictions,OLD_exempt_barking,OLD_dog_limit,DB_bylaw_id
Moonbeam,Cochrane,SUCCESS,,N/A,N/A,NO BY-LAW IN PLACE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BYLAW NOT FOUND. Official municipal site does not provide full public access to their animal control by-law text.,BY-LAW NO. 16-18,2018-07-10,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,4,1817
Neebing,Thunder Bay,SUCCESS,,BY-LAW NUMBER 2014-028,null,COMPLETE - FARM FRIENDLY,No,,No,,N/A,null,Yes,No,No person shall own more than four Dogs on property less than one hectare in size located on land zoned Residential 1 or Residential 2.,"The by-law sets dog limits strictly for properties less than 1 hectare zoned as Residential, implicitly allowing unrestricted or larger numbers of dogs on properties exceeding 1 hectare or zoned for agriculture/rural use. URL: https://www.neebing.org/media/rx1gnlab/canine-control-by-law-2014-028.pdf",BY-LAW NUMBER 2014-028,2019-12-18,COMPLETE - FARM FRIENDLY,No,,No,,No,Yes,Yes,No,No person shall own more than four Dogs on property less than one hectare in size located on land zoned Residential 1 or Residential 2.,1873
Norfolk,Norfolk,SUCCESS,,Animal Care and Control By-Law 2014-46,null,COMPLETE,No,,No,,No,"Ensure that the Dog identification tag, issued as part of the registration, is displayed on the Dog's collar, and that this collar is affixed to the Dog while the Dog is off of the Owner's Premises.",Yes,No,N/A,"Service Dogs and police working Dogs are explicitly exempt from licensing fees, but there is no specific mention of agricultural or livestock guardian dogs being exempt. URL: https://www.norfolkcounty.ca/council-administration-and-government/by-laws-and-policies/by-law-directory/animal-care-and-control-by-law/",Animal Care and Control By-Law 2014-46,2014-04-08,COMPLETE,No,,No,,No,"Ensure that the Dog identification tag, issued as part of the registration, is displayed on the Dog's collar, and that this collar is affixed to the Dog while the Dog is off of the Owner's Premises.",Yes,No,none (agricultural purposes exempt),1936
North Kawartha,Peterborough,SUCCESS,,By-Law 2025-0013,null,COMPLETE,No,,No,,No,"Upon making application for a dog license and making payment for the license, the owner shall be furnished with a numbered tag issued by the Municipality. The tag must be securely affixed to the dog at all times.",No,N/A,It shall constitute an offense for any person to harbour more than a total of three dogs in or about any single dwelling unit. The above restriction does not apply to kennel operations licensed through this municipality.,"URL: https://www.northkawartha.ca/media/yqzk4nmh/by-law-2025-0013_animal-control-by-law_acckp.pdf. Guide dogs are defined, but there are no specific provisions or agricultural exemptions for livestock guardian dogs or farm dogs.",By-Law 2025-0013,2020-02-04,COMPLETE,No,,No,,No,"Upon making application for a dog license and making payment for the license, the owner shall be furnished with a numbered tag issued by the Municipality. The tag must be securely affixed to the dog at all times.",No,N/A,It shall constitute an offense for any person to harbour more than a total of three dogs in or about any single dwelling unit. The above restriction does not apply to kennel operations licensed through this municipality.,1978
North Grenville,Leeds and Grenville,SUCCESS,,Animals – Care & Control (97-24),null,COMPLETE - FARM FRIENDLY,No,,No,,No,"On payment of the initial licence fee, the municipality shall provide the dog owner... with a dog tag bearing a serial number that is to be always affixed to the dog's collar, except while hunting lawfully.",Yes,No,"A maximum limit of three dogs per property for most zones. In keeping with the rural lifestyle of the Municipality, this does not apply to licensed kennels or lands zoned Rural (RU) or Agricultural (AG).","URL: https://www.northgrenville.ca/fr/council-government/resources/document-library/animals-care-control-97-24/viewdocument/6. While the bylaw lacks a specific LGD definition, it exempts lands zoned Rural or Agricultural entirely from the residential 3-dog limit, which is very favourable to farming operations.",Animals – Care & Control (97-24),2014-08-11,COMPLETE - FARM FRIENDLY,No,,No,,No,"On payment of the initial licence fee, the municipality shall provide the dog owner... with a dog tag bearing a serial number that is to be always affixed to the dog's collar, except while hunting lawfully.",Yes,No,"A maximum limit of three dogs per property for most zones. In keeping with the rural lifestyle of the Municipality, this does not apply to licensed kennels or lands zoned Rural (RU) or Agricultural (AG).",473
North Glengarry,"Stormont, Dundas and Glengarry",SUCCESS,,Animal Control By-Law No. 44-2008,null,COMPLETE,No,,No,,No,"Keep the dog identification tag issued by the Corporation securely affixed on the collar or harness on the dog at all times, except while the dog is being used lawfully for hunting or is under the direct supervision of the owner while in training.",Yes,No,"No person shall keep, board, house or breed more than four dogs at a time on any premises within the Township of Glengarry unless the premises is licensed by the Corporation as a kennel.",URL: https://www.northglengarry.ca/media/q0zn514n/2021_combined-animal-control-by-law.pdf. Standard animal control bylaw with no specific agricultural exemptions for working dogs.,Animal Control By-Law No. 44-2008,2008-10-27,COMPLETE,No,,No,,No,"Keep the dog identification tag issued by the Corporation securely affixed on the collar or harness on the dog at all times, except while the dog is being used lawfully for hunting or is under the direct supervision of the owner while in training.",Yes,No,"No person shall keep, board, house or breed more than four dogs at a time on any premises within the Township of Glengarry unless the premises is licensed by the Corporation as a kennel.",466
Norwich,Oxford,SUCCESS,,By-law 15-2017 consolidated with By-law 09-2021,null,COMPLETE,No,,No,,No,"Pets wearing valid licence tags serve as a critical method of identifying dogs. The township uses DocuPet, and the tag doubles as the pet's official licence.",No,N/A,No person shall keep more than two (2) dogs in any one dwelling unit within a settlement area in the Municipality. No person shall keep more than three (3) dogs in any one dwelling unit in the Municipality. Notwithstanding Section 2.2 a kennel licensed by the Municipality may keep more than three (3) dogs on a lot in all areas of the Municipality that are not within a settlement area.,"URL: https://www.norwich.ca/media/5rbaqdsa/by-law-15-2017-dog-control-consolidated-with-by-law-09-2021.pdf. Dog limits vary depending on settlement areas, but there is no specific agricultural exemption outside of standard kennel licensing. Barking is primarily regulated under a separate Noise By-law (35-2013).",By-law 15-2017 consolidated with By-law 09-2021,2021-02-09,COMPLETE,No,,No,,No,"Pets wearing valid licence tags serve as a critical method of identifying dogs. The township uses DocuPet, and the tag doubles as the pet's official licence.",No,N/A,No person shall keep more than two (2) dogs in any one dwelling unit within a settlement area in the Municipality. No person shall keep more than three (3) dogs in any one dwelling unit in the Municipality. Notwithstanding Section 2.2 a kennel licensed by the Municipality may keep more than three (3) dogs on a lot in all areas of the Municipality that are not within a settlement area.,2027
Oro-Medonte,Simcoe,SUCCESS,,Canine Control By-law No. 2018-005,null,COMPLETE,No,,No,,No,"All dog owners are required to renew their license each year, but the physical tag and serial number remain permanent year-to-year.",Yes,No,"Maximum of three (3) dogs per household, barring specific Boarding, Breeding, Sled Dog, or Hobbyist kennel exemptions.","URL: https://www.oro-medonte.ca/living-here/municipal-law-enforcement/canine-control/. No agricultural exemptions for limits. The township specifically regulates and licenses distinct kennel types like sled dogs, but farm dogs aren't granted special definitions.",Canine Control By-law No. 2018-005,2018-01-24,COMPLETE,No,"a dog that is specifically trained to work and live with domestic farm animals ( i. e. cattle, sheep) without causing them harm while aggressively repelling predators and is used exclusively for that purpose, and includes the following breeds; Akbash, Great Pyrenees, Komondor, and Maremma.",No,,No,"All dog owners are required to renew their license each year, but the physical tag and serial number remain permanent year-to-year.",Yes,No,"Maximum of three (3) dogs per household, barring specific Boarding, Breeding, Sled Dog, or Hobbyist kennel exemptions.",2083
Owen Sound,Grey,SUCCESS,,By-law No. 2024-113 Dog By-law,null,COMPLETE,No,,No,,No,Dogs must be licensed each year and wear the licence on their collar.,Yes,No,You may keep up to 3 dogs in your home (per By-law 2011-156 as referenced in current tag applications).,"URL: https://www.owensound.ca/media/4uyfeixp/2024-113-dog-by-law-consolidated.pdf. Standard by-law focusing heavily on urban pet management (e.g., DocuPet requirements) with no farm dog provisions.",By-law No. 2024-113 Dog By-law,2018-06-26,COMPLETE,No,,No,,No,Dogs must be licensed each year and wear the licence on their collar.,Yes,No,You may keep up to 3 dogs in your home (per By-law 2011-156 as referenced in current tag applications).,2111
Perth South,Perth,SUCCESS,,By-law 052-2020,null,COMPLETE,No,,No,,No,Please ensure that the tag is attached to the dog at all times when it is off your property.,Yes,No,"No person or group of persons shall own, keep, harbour or possess more than 3 dogs at one time on property owned, rented, leased or controlled by them unless the appropriate class of kennel permit has been lawfully issued for the property.",URL: https://www.perthsouth.ca/en/living-here/resources/2022-36---Dog-Control.pdf. Standard dog control bylaw with a structured kennel class system but no specific LGD definition.,By-law 052-2020,2022-07-12,COMPLETE,No,,No,,No,Please ensure that the tag is attached to the dog at all times when it is off your property.,Yes,No,"No person or group of persons shall own, keep, harbour or possess more than 3 dogs at one time on property owned, rented, leased or controlled by them unless the appropriate class of kennel permit has been lawfully issued for the property.",2188
Penetanguishene,Simcoe,SUCCESS,,Dog By-Law 02-015,null,COMPLETE,No,,No,,No,A license allows animal control to identify your pet. You must get a license for them each year.,Yes,No,N/A,URL: https://www.penetanguishene.ca/living-here/municipal-by-law-licenses-and-permits/animal-control/. Barking issues fall under the Noise Control By-law and By-law enforcement division.,Dog By-Law 02-015,2011-07-13,COMPLETE,No,,No,,No,A license allows animal control to identify your pet. You must get a license for them each year.,Yes,No,2,2167
"Perth, T",Lanark,SUCCESS,,By-Law No. 3557,null,COMPLETE,No,,No,,N/A,"Effective January 1, 2026, we no longer require animal licenses for cats and dogs (as per By-Law No. 3557-1). Instead, pet owners are required to ensure that all dogs and cats either wear a collar tag with the pet's name and the owner's contact information, and/or be microchipped with up-to-date contact details.",Yes,No,N/A,"URL: https://www.perth.ca/media/5cylzez4/animal-control-2004-by-law-3557.pdf. Notably, the Town of Perth abolished mandatory municipal dog licenses as of 2026 (via By-law 3557-1) in favour of owner-supplied collar tags or microchips.",By-Law No. 3557,2004-05-25,COMPLETE,No,,No,,N/A,"Effective January 1, 2026, we no longer require animal licenses for cats and dogs (as per By-Law No. 3557-1). Instead, pet owners are required to ensure that all dogs and cats either wear a collar tag with the pet's name and the owner's contact information, and/or be microchipped with up-to-date contact details.",Yes,No,n/a,2202
Pembroke,Renfrew,SUCCESS,,By-Law Number 2021-75,null,COMPLETE,No,,No,,No,Every owner or harbourer of a dog or cat shall obtain a tag and keep it securely fixed on this dog or cat and shall not affix the tag upon a dog or cat other than the dog or cat for which the said tag was issued.,Yes,No,N/A,URL: https://www.pembroke.ca/media/oqkfzy25/2021-75-animal-control-by-law.pdf. Defines Police and Service dogs but contains no agricultural exceptions.,By-Law Number 2021-75,2021-12-21,COMPLETE,No,,No,,No,Every owner or harbourer of a dog or cat shall obtain a tag and keep it securely fixed on this dog or cat and shall not affix the tag upon a dog or cat other than the dog or cat for which the said tag was issued.,Yes,No,none,2160
